BPA Balancing Authority Load & Total Wind Generation
at 5-minute intervals, last 7 days
Dates: 17Nov2019 - 24Nov2019 (last updated 23Nov2019 21:05:44) Pacific Time
Based on 5-min MW readings from the BPA SCADA system for points 45583, 79687, 79682, 164377, 70681

This represents loads and resources in BPA's Balancing Authority (BA) including some that are not BPA's.
It does not include BPA loads served by transfer, scheduled out of region,
or scheduled to customers with their own BAs such as Seattle and Tacoma

BPA/Technical Operations (TOT-OpInfo@bpa.gov)

Date/Time       	Load	Wind	Hydro	Fossil/Biomass	Nuclear
11/17/2019 12:30	6136	1663	6627	468	1158
11/17/2019 12:35	6097	1626	6611	469	1159
11/17/2019 12:40	6088	1632	6619	470	1158
11/17/2019 12:45	6084	1650	6629	470	1157
11/17/2019 12:50	6075	1617	6649	471	1163
11/17/2019 12:55	6079	1653	6614	474	1163
11/17/2019 13:00	6103	1735	6555	470	1158
11/17/2019 13:05	6052	1746	6562	469	1160
11/17/2019 13:10	6056	1731	6524	472	1157
11/17/2019 13:15	6051	1709	6526	470	1157
11/17/2019 13:20	6052	1668	6543	471	1158
11/17/2019 13:25	6046	1619	6551	472	1162
11/17/2019 13:30	6053	1628	6558	469	1156
11/17/2019 13:35	6035	1659	6569	468	1155
11/17/2019 13:40	6027	1702	6612	471	1156
11/17/2019 13:45	6021	1765	6601	470	1156
11/17/2019 13:50	5977	1776	6511	470	1155
11/17/2019 13:55	5986	1795	6515	467	1157
11/17/2019 14:00	5968	1854	6505	466	1156
11/17/2019 14:05	5986	1850	6533	469	1154
11/17/2019 14:10	5982	1859	6486	465	1155
11/17/2019 14:15	5967	1873	6498	468	1159
11/17/2019 14:20	5966	1887	6439	468	1156
11/17/2019 14:25	5971	1911	6480	468	1157
11/17/2019 14:30	5971	1897	6445	465	1155
11/17/2019 14:35	5942	1910	6441	465	1161
11/17/2019 14:40	5954	1912	6508	464	1155
11/17/2019 14:45	5977	1938	6526	469	1155
11/17/2019 14:50	5980	1953	6533	465	1157
11/17/2019 14:55	5981	1934	6511	466	1156
11/17/2019 15:00	5974	1958	6480	464	1157
11/17/2019 15:05	5961	1950	6534	464	1155
11/17/2019 15:10	5980	1947	6558	466	1153
11/17/2019 15:15	5988	1922	6666	468	1155
11/17/2019 15:20	5960	1903	6718	468	1153
11/17/2019 15:25	5978	1928	6763	463	1152
11/17/2019 15:30	5984	1930	6727	468	1154
11/17/2019 15:35	5974	1907	6677	470	1154
11/17/2019 15:40	6000	1908	6726	471	1152
11/17/2019 15:45	6027	1932	6720	469	1154
11/17/2019 15:50	6032	1929	6738	471	1153
11/17/2019 15:55	6047	1939	6756	467	1153
11/17/2019 16:00	6058	1943	6781	466	1155
11/17/2019 16:05	6089	1952	6841	468	1155
11/17/2019 16:10	6126	1986	6889	470	1154
11/17/2019 16:15	6141	2024	6855	468	1155
11/17/2019 16:20	6151	2046	6892	470	1154
11/17/2019 16:25	6190	2081	6876	470	1155
11/17/2019 16:30	6209	2115	6891	464	1156
11/17/2019 16:35	6241	2111	6861	466	1157
11/17/2019 16:40	6279	2079	6951	469	1157
11/17/2019 16:45	6323	2053	7026	470	1156
11/17/2019 16:50	6370	2038	7091	464	1156
11/17/2019 16:55	6426	2014	7255	463	1158
11/17/2019 17:00	6435	1950	7276	464	1157
11/17/2019 17:05	6504	1887	7519	463	1158
11/17/2019 17:10	6518	1871	7660	465	1157
11/17/2019 17:15	6488	1848	7775	462	1158
11/17/2019 17:20	6523	1828	7753	456	1157
11/17/2019 17:25	6529	1833	7752	462	1158
11/17/2019 17:30	6527	1842	7766	469	1160
11/17/2019 17:35	6515	1803	7712	467	1160
11/17/2019 17:40	6517	1774	7741	464	1158
11/17/2019 17:45	6507	1772	7776	467	1160
11/17/2019 17:50	6514	1764	7795	472	1160
11/17/2019 17:55	6511	1775	7807	470	1158
11/17/2019 18:00	6517	1778	7767	475	1158
11/17/2019 18:05	6487	1781	7716	476	1159
11/17/2019 18:10	6470	1791	7619	474	1161
11/17/2019 18:15	6474	1798	7594	472	1164
11/17/2019 18:20	6485	1793	7593	474	1167
11/17/2019 18:25	6497	1797	7610	475	1166
11/17/2019 18:30	6441	1774	7604	464	1161
11/17/2019 18:35	6424	1741	7650	468	1160
11/17/2019 18:40	6429	1720	7597	469	1165
11/17/2019 18:45	6409	1719	7661	469	1166
11/17/2019 18:50	6419	1726	7652	463	1161
11/17/2019 18:55	6379	1810	7538	470	1160
11/17/2019 19:00	6379	1843	7426	472	1161
11/17/2019 19:05	6346	1846	7453	472	1163
11/17/2019 19:10	6299	1888	7276	468	1161
11/17/2019 19:15	6287	1908	7188	469	1165
11/17/2019 19:20	6251	1913	7116	471	1163
11/17/2019 19:25	6227	1927	7096	468	1166
11/17/2019 19:30	6226	1931	7056	465	1162
11/17/2019 19:35	6224	1953	7022	468	1161
11/17/2019 19:40	6206	2004	6958	471	1162
11/17/2019 19:45	6298	1998	6957	472	1168
11/17/2019 19:50	6246	1994	6964	472	1163
11/17/2019 19:55	6231	1978	6916	472	1161
11/17/2019 20:00	6211	1972	6842	477	1163
11/17/2019 20:05	6201	2017	6780	466	1167
11/17/2019 20:10	6182	2028	6727	470	1163
11/17/2019 20:15	6184	2030	6754	477	1165
11/17/2019 20:20	6144	2014	6701	475	1163
11/17/2019 20:25	6104	2022	6675	476	1162
11/17/2019 20:30	6155	2027	6639	477	1167
11/17/2019 20:35	6134	1981	6675	476	1161
11/17/2019 20:40	6058	1917	6630	477	1162
11/17/2019 20:45	6043	1888	6646	480	1162
11/17/2019 20:50	6002	1887	6649	478	1164
11/17/2019 20:55	5998	1881	6628	478	1164
11/17/2019 21:00	5959	1894	6620	479	1163
11/17/2019 21:05	5946	1910	6601	480	1163
11/17/2019 21:10	5931	1887	6576	480	1163
11/17/2019 21:15	5883	1874	6560	481	1163
11/17/2019 21:20	5833	1829	6554	476	1163
11/17/2019 21:25	5834	1803	6557	478	1163
11/17/2019 21:30	5794	1813	6543	476	1163
11/17/2019 21:35	5751	1836	6466	478	1163
11/17/2019 21:40	5731	1826	6402	464	1163
11/17/2019 21:45	5681	1784	6390	464	1163
11/17/2019 21:50	5649	1765	6398	465	1162
11/17/2019 21:55	5627	1747	6398	465	1161
11/17/2019 22:00	5562	1692	6157	463	1164
11/17/2019 22:05	5533	1693	6221	464	1162
11/17/2019 22:10	5489	1720	6007	465	1163
11/17/2019 22:15	5485	1715	6007	464	1164
11/17/2019 22:20	5456	1734	5939	460	1163
11/17/2019 22:25	5438	1755	5829	462	1162
11/17/2019 22:30	5397	1756	5840	462	1162
11/17/2019 22:35	5367	1776	5791	463	1161
11/17/2019 22:40	5344	1752	5742	463	1167
11/17/2019 22:45	5311	1744	5719	462	1161
11/17/2019 22:50	5299	1715	5716	459	1163
11/17/2019 22:55	5254	1695	5663	462	1163
11/17/2019 23:00	5253	1655	5646	462	1164
11/17/2019 23:05	5241	1638	5576	460	1164
11/17/2019 23:10	5224	1638	5571	461	1167
11/17/2019 23:15	5200	1614	5605	462	1162
11/17/2019 23:20	5153	1578	5582	464	1161
11/17/2019 23:25	5139	1520	5556	462	1165
11/17/2019 23:30	5127	1457	5563	461	1163
11/17/2019 23:35	5090	1412	5569	463	1162
11/17/2019 23:40	5040	1376	5713	454	1163
11/17/2019 23:45	4975	1369	5694	452	1167
11/17/2019 23:50	4967	1328	5674	455	1162
11/17/2019 23:55	4969	1248	5631	451	1162
11/18/2019 00:00	4942	1219	5736	455	1162
11/18/2019 00:05	4923	1201	5640	453	1163
11/18/2019 00:10	4939	1189	5589	455	1166
11/18/2019 00:15	4855	1170	5496	457	1163
11/18/2019 00:20	4854	1145	5493	457	1167
11/18/2019 00:25	4887	1134	5474	456	1161
11/18/2019 00:30	4978	1156	5484	454	1161
11/18/2019 00:35	4976	1143	5477	455	1162
11/18/2019 00:40	4959	1133	5468	450	1161
11/18/2019 00:45	4969	1124	5475	450	1161
11/18/2019 00:50	4924	1125	5469	454	1161
11/18/2019 00:55	4930	1097	5449	450	1161
11/18/2019 01:00	4909	1061	5356	481	1163
11/18/2019 01:05	4916	1037	5253	470	1163
11/18/2019 01:10	4906	1039	5230	461	1160
11/18/2019 01:15	4912	1022	5237	448	1161
11/18/2019 01:20	4914	1003	5202	470	1161
11/18/2019 01:25	4904	1004	5195	468	1160
11/18/2019 01:30	4882	1009	5205	463	1161
11/18/2019 01:35	4868	1024	5181	449	1163
11/18/2019 01:40	4870	1034	5119	447	1164
11/18/2019 01:45	4883	1045	5132	448	1162
11/18/2019 01:50	4880	1090	5186	450	1163
11/18/2019 01:55	4871	1125	5129	452	1163
11/18/2019 02:00	4888	1116	5139	451	1163
11/18/2019 02:05	4885	1162	5131	463	1163
11/18/2019 02:10	4908	1182	5122	468	1164
11/18/2019 02:15	4889	1191	5140	475	1168
11/18/2019 02:20	4892	1146	5134	483	1162
11/18/2019 02:25	4893	1111	5112	478	1163
11/18/2019 02:30	4908	1092	5110	482	1164
11/18/2019 02:35	4880	1033	5130	496	1165
11/18/2019 02:40	4921	971	5203	486	1163
11/18/2019 02:45	4891	964	5232	488	1166
11/18/2019 02:50	4905	956	5237	486	1163
11/18/2019 02:55	4916	973	5199	564	1164
11/18/2019 03:00	4925	959	5208	629	1165
11/18/2019 03:05	4938	896	5228	630	1164
11/18/2019 03:10	4939	882	5263	637	1170
11/18/2019 03:15	4954	871	5288	636	1163
11/18/2019 03:20	4967	838	5347	636	1163
11/18/2019 03:25	4971	801	5372	637	1165
11/18/2019 03:30	4980	780	5400	636	1164
11/18/2019 03:35	4982	707	5484	635	1164
11/18/2019 03:40	5012	646	5587	636	1163
11/18/2019 03:45	4981	594	5611	641	1164
11/18/2019 03:50	5030	541	5669	676	1163
11/18/2019 03:55	5030	507	5769	675	1164
11/18/2019 04:00	5055	485	5784	760	1164
11/18/2019 04:05	5104	465	5823	765	1164
11/18/2019 04:10	5145	455	5947	773	1166
11/18/2019 04:15	5154	437	5942	766	1164
11/18/2019 04:20	5160	421	5987	770	1165
11/18/2019 04:25	5178	409	6011	771	1162
11/18/2019 04:30	5228	417	5980	767	1164
11/18/2019 04:35	5253	412	6019	772	1163
11/18/2019 04:40	5297	401	6028	769	1163
11/18/2019 04:45	5304	385	6053	773	1163
11/18/2019 04:50	5354	346	6169	776	1165
11/18/2019 04:55	5407	322	6258	814	1164
11/18/2019 05:00	5450	291	6164	848	1163
11/18/2019 05:05	5511	271	6241	896	1164
11/18/2019 05:10	5593	234	6273	927	1164
11/18/2019 05:15	5632	214	6311	931	1163
11/18/2019 05:20	5669	197	6313	931	1163
11/18/2019 05:25	5729	186	6372	931	1162
11/18/2019 05:30	5765	174	6377	934	1163
11/18/2019 05:35	5799	160	6455	935	1164
11/18/2019 05:40	5871	133	6582	935	1165
11/18/2019 05:45	5887	121	6609	940	1163
11/18/2019 05:50	5942	117	6677	943	1164
11/18/2019 05:55	5995	117	6806	960	1170
11/18/2019 06:00	6066	118	7079	994	1166
11/18/2019 06:05	6196	111	7328	1019	1166
11/18/2019 06:10	6251	107	7571	1036	1165
11/18/2019 06:15	6312	100	7701	1042	1164
11/18/2019 06:20	6338	98	7648	1045	1164
11/18/2019 06:25	6376	97	7623	1044	1164
11/18/2019 06:30	6405	101	7656	1048	1166
11/18/2019 06:35	6462	104	7707	1048	1165
11/18/2019 06:40	6497	105	7759	1048	1165
11/18/2019 06:45	6540	98	7793	1047	1166
11/18/2019 06:50	6560	102	7833	1053	1166
11/18/2019 06:55	6618	102	7888	1049	1170
11/18/2019 07:00	6638	100	7872	1047	1166
11/18/2019 07:05	6680	97	7954	1045	1166
11/18/2019 07:10	6707	98	7927	1050	1166
11/18/2019 07:15	6750	96	7966	1053	1165
11/18/2019 07:20	6753	93	7954	1052	1167
11/18/2019 07:25	6776	89	7962	1048	1165
11/18/2019 07:30	6755	81	7887	1047	1165
11/18/2019 07:35	6766	79	7894	1052	1165
11/18/2019 07:40	6804	78	7914	1051	1166
11/18/2019 07:45	6785	74	7944	1049	1166
11/18/2019 07:50	6816	70	7981	1047	1164
11/18/2019 07:55	6750	66	7980	1048	1166
11/18/2019 08:00	6785	60	7907	1044	1170
11/18/2019 08:05	6817	52	7870	1051	1165
11/18/2019 08:10	6847	49	7801	1050	1165
11/18/2019 08:15	6854	47	7748	1050	1165
11/18/2019 08:20	6794	44	7750	1050	1164
11/18/2019 08:25	6775	37	7735	1049	1164
11/18/2019 08:30	6747	33	7727	1053	1163
11/18/2019 08:35	6717	29	7778	1048	1165
11/18/2019 08:40	6668	25	7828	1051	1163
11/18/2019 08:45	6657	22	7799	1051	1164
11/18/2019 08:50	6642	22	7773	1048	1164
11/18/2019 08:55	6620	20	7783	1045	1163
11/18/2019 09:00	6613	19	7671	1045	1164
11/18/2019 09:05	6610	20	7549	1043	1164
11/18/2019 09:10	6593	17	7390	1040	1163
11/18/2019 09:15	6594	14	7271	1042	1163
11/18/2019 09:20	6582	11	7230	1039	1163
11/18/2019 09:25	6580	8	7189	1039	1163
11/18/2019 09:30	6576	6	7205	1043	1170
11/18/2019 09:35	6570	3	7228	1041	1161
11/18/2019 09:40	6574	3	7245	1039	1163
11/18/2019 09:45	6513	4	7223	1043	1164
11/18/2019 09:50	6528	2	7168	1041	1168
11/18/2019 09:55	6596	2	7157	1041	1165
11/18/2019 10:00	6604	2	7096	1039	1164
11/18/2019 10:05	6532	1	7039	1042	1163
11/18/2019 10:10	6551	1	6922	1041	1163
11/18/2019 10:15	6518	2	6936	1042	1163
11/18/2019 10:20	6502	4	6918	1038	1163
11/18/2019 10:25	6485	3	6897	1037	1164
11/18/2019 10:30	6483	4	6859	1039	1163
11/18/2019 10:35	6471	3	6843	1039	1162
11/18/2019 10:40	6444	3	6854	1039	1163
11/18/2019 10:45	6481	4	6883	1036	1164
11/18/2019 10:50	6472	8	6894	1042	1168
11/18/2019 10:55	6476	9	6887	1038	1163
11/18/2019 11:00	6475	9	6866	1037	1163
11/18/2019 11:05	6470	6	6879	1040	1163
11/18/2019 11:10	6473	5	6795	1040	1161
11/18/2019 11:15	6471	5	6654	1040	1163
11/18/2019 11:20	6454	3	6677	1043	1163
11/18/2019 11:25	6486	2	6672	1042	1163
11/18/2019 11:30	6452	2	6713	1045	1161
11/18/2019 11:35	6450	2	6702	1041	1161
11/18/2019 11:40	6443	4	6666	1043	1162
11/18/2019 11:45	6451	4	6592	1040	1159
11/18/2019 11:50	6463	4	6591	1040	1162
11/18/2019 11:55	6448	6	6542	1037	1162
11/18/2019 12:00	6447	9	6551	1035	1162
11/18/2019 12:05	6453	6	6568	1034	1162
11/18/2019 12:10	6448	5	6670	1036	1161
11/18/2019 12:15	6441	3	6596	1033	1162
11/18/2019 12:20	6441	2	6554	1036	1162
11/18/2019 12:25	6455	2	6607	1035	1162
11/18/2019 12:30	6431	3	6643	1036	1158
11/18/2019 12:35	6422	4	6616	1034	1162
11/18/2019 12:40	6445	10	6628	1035	1162
11/18/2019 12:45	6423	17	6615	1036	1165
11/18/2019 12:50	6447	22	6619	1033	1161
11/18/2019 12:55	6401	27	6480	1033	1163
11/18/2019 13:00	6431	31	6474	1032	1161
11/18/2019 13:05	6346	30	6455	1029	1167
11/18/2019 13:10	6342	40	6482	1030	1162
11/18/2019 13:15	6380	61	6424	1031	1165
11/18/2019 13:20	6365	72	6354	1030	1160
11/18/2019 13:25	6368	87	6360	1032	1163
11/18/2019 13:30	6342	92	6329	1030	1160
11/18/2019 13:35	6337	100	6295	1031	1158
11/18/2019 13:40	6337	97	6333	1032	1164
11/18/2019 13:45	6344	95	6355	1032	1158
11/18/2019 13:50	6363	91	6376	1033	1156
11/18/2019 13:55	6413	73	6362	1031	1162
11/18/2019 14:00	6345	48	6356	1032	1158
11/18/2019 14:05	6341	38	6333	1026	1158
11/18/2019 14:10	6445	30	6348	1035	1158
11/18/2019 14:15	6463	29	6470	1040	1160
11/18/2019 14:20	6399	33	6476	1041	1158
11/18/2019 14:25	6438	35	6496	1039	1158
11/18/2019 14:30	6433	39	6515	1045	1160
11/18/2019 14:35	6403	39	6485	1050	1163
11/18/2019 14:40	6424	60	6484	1053	1158
11/18/2019 14:45	6456	73	6450	1055	1158
11/18/2019 14:50	6431	77	6472	1060	1158
11/18/2019 14:55	6360	103	6558	1062	1159
11/18/2019 15:00	6466	94	6702	1065	1158
11/18/2019 15:05	6503	90	6944	1067	1158
11/18/2019 15:10	6488	121	7125	1061	1160
11/18/2019 15:15	6406	155	7173	1071	1164
11/18/2019 15:20	6447	156	7091	1069	1161
11/18/2019 15:25	6513	136	7154	1077	1160
11/18/2019 15:30	6582	131	7216	1078	1164
11/18/2019 15:35	6632	121	7296	1080	1158
11/18/2019 15:40	6517	107	7347	1073	1161
11/18/2019 15:45	6606	93	7334	1076	1162
11/18/2019 15:50	6759	94	7377	1077	1160
11/18/2019 15:55	6791	113	7640	1073	1167
11/18/2019 16:00	6686	127	7580	1075	1161
11/18/2019 16:05	6706	111	7907	1076	1161
11/18/2019 16:10	6813	82	8081	1073	1161
11/18/2019 16:15	6851	55	8070	1083	1161
11/18/2019 16:20	6878	43	8213	1092	1162
11/18/2019 16:25	6895	30	8286	1081	1167
11/18/2019 16:30	6938	33	8391	1085	1161
11/18/2019 16:35	6978	38	8418	1081	1162
11/18/2019 16:40	6987	44	8461	1081	1166
11/18/2019 16:45	6982	61	8450	1087	1161
11/18/2019 16:50	6959	74	8355	1084	1160
11/18/2019 16:55	6999	71	8350	1082	1162
11/18/2019 17:00	7029	74	8371	1077	1161
11/18/2019 17:05	7022	83	8332	1077	1162
11/18/2019 17:10	7067	80	8251	1075	1161
11/18/2019 17:15	7131	107	8294	1076	1162
11/18/2019 17:20	7166	108	8378	1074	1162
11/18/2019 17:25	7167	111	8338	1077	1161
11/18/2019 17:30	7109	112	8311	1078	1162
11/18/2019 17:35	7172	106	8324	1078	1161
11/18/2019 17:40	7196	116	8317	1072	1161
11/18/2019 17:45	7162	126	8298	1078	1162
11/18/2019 17:50	7095	126	8313	1075	1162
11/18/2019 17:55	7181	117	8403	1076	1162
11/18/2019 18:00	7127	111	8453	1076	1161
11/18/2019 18:05	7078	95	8489	1081	1162
11/18/2019 18:10	7174	87	8489	1083	1160
11/18/2019 18:15	7071	82	8483	1090	1163
11/18/2019 18:20	7123	57	8530	1090	1165
11/18/2019 18:25	7064	45	8524	1090	1162
11/18/2019 18:30	7060	48	8533	1087	1161
11/18/2019 18:35	7080	31	8517	1085	1160
11/18/2019 18:40	7102	34	8494	1089	1164
11/18/2019 18:45	7070	34	8492	1083	1161
11/18/2019 18:50	7005	34	8492	1079	1161
11/18/2019 18:55	6920	42	8398	1085	1161
11/18/2019 19:00	6981	42	8349	1078	1160
11/18/2019 19:05	7025	28	8384	1080	1160
11/18/2019 19:10	7019	27	8347	1080	1161
11/18/2019 19:15	6923	27	8298	1080	1159
11/18/2019 19:20	6993	31	8335	1080	1166
11/18/2019 19:25	6952	31	8369	1079	1158
11/18/2019 19:30	6956	27	8350	1084	1162
11/18/2019 19:35	6919	28	8241	1081	1159
11/18/2019 19:40	6884	30	8139	1087	1161
11/18/2019 19:45	6802	27	8102	1086	1161
11/18/2019 19:50	6838	28	8063	1085	1161
11/18/2019 19:55	6743	30	8014	1082	1161
11/18/2019 20:00	6780	37	7938	1082	1159
11/18/2019 20:05	6793	36	8091	1083	1162
11/18/2019 20:10	6772	39	7964	1082	1161
11/18/2019 20:15	6734	44	7882	1082	1161
11/18/2019 20:20	6714	50	7828	1085	1160
11/18/2019 20:25	6695	58	7840	1083	1160
11/18/2019 20:30	6579	66	7749	1084	1161
11/18/2019 20:35	6635	59	7759	1084	1162
11/18/2019 20:40	6524	44	7656	1081	1161
11/18/2019 20:45	6508	36	7649	1080	1161
11/18/2019 20:50	6552	36	7676	1087	1162
11/18/2019 20:55	6525	33	7585	1087	1163
11/18/2019 21:00	6499	37	7547	1085	1161
11/18/2019 21:05	6459	41	7516	1087	1162
11/18/2019 21:10	6449	57	7487	1086	1162
11/18/2019 21:15	6402	89	7408	1083	1162
